,county,date,month,2.9%tax,year,total_revenue
671,Route,12-01-2014,12,14752,2014,508689.655172
672,San Miguel,12-01-2014,12,10158,2014,350275.862069
673,Summit,12-01-2014,12,27756,2014,957103.448276
674,Weld,12-01-2014,12,31015,2014,1069482.75862
675,Other Counties,12-01-2014,12,62071,2014,2140379.31034
676,Adams,12-01-2015,12,80780,2015,2785517.24138
677,Arapahoe,12-01-2015,12,192699,2015,6644793.10345
678,Archuletta,12-01-2015,12,13143,2015,453206.896552
679,Boulder,12-01-2015,12,147666,2015,5091931.03448
680,Clear Creek,12-01-2015,12,13107,2015,451965.517241
681,Denver,12-01-2015,12,623072,2015,21485241.3793
682,Eagle,12-01-2015,12,28934,2015,997724.137931
683,Garfield,12-01-2015,12,20021,2015,690379.310345
684,Gilpin,12-01-2015,12,4232,2015,145931.034483
685,Grand,12-01-2015,12,7869,2015,271344.827586
686,Gunnison,12-01-2015,12,16367,2015,564379.310345
687,Jefferson,12-01-2015,12,99505,2015,3431206.89655
688,La Plata,12-01-2015,12,38851,2015,1339689.65517
689,Larimer,12-01-2015,12,92223,2015,3180103.44828
690,Las Animas,12-01-2015,12,37038,2015,1277172.41379
691,Montezuma,12-01-2015,12,16163,2015,557344.827586
692,Park,12-01-2015,12,5639,2015,194448.275862
693,Pitkin,12-01-2015,12,18547,2015,639551.724138
694,Pueblo,12-01-2015,12,38557,2015,1329551.72414
695,Routt,12-01-2015,12,19239,2015,663413.793103
696,San Miguel,12-01-2015,12,9392,2015,323862.068966
697,Summit,12-01-2015,12,47979,2015,1654448.27586
698,Weld,12-01-2015,12,52765,2015,1819482.75862
699,Other Counties,12-01-2015,12,120294,2015,4148068.96552
